Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.15     0.00   476642     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_insert_bucket(aalta_formula* const&, unsigned long, unsigned long)
  0.00      1.15     0.00   470269     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_copy_code(std::tr1::__detail::_Hash_node<aalta_formula*, false>*, std::tr1::__detail::_Hash_node<aalta_formula*, false> const*) const
  0.00      1.15     0.00   462009     0.00     0.00  std::_Select1st<std::pair<aalta_formula const, int> >::operator()(std::pair<aalta_formula const, int>&) const
  0.00      1.15     0.00   462009     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula, std::pair<aalta_formula const, int>, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_compare(aalta_formula const&, unsigned long, std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false>*) const
  0.00      1.15     0.00   462009     0.00     0.00  std::equal_to<aalta_formula>::operator()(aalta_formula const&, aalta_formula const&) const
  0.00      1.15     0.00   461248     0.00     0.00  aalta_formula::af_prt_eq::operator()(aalta_formula const*, aalta_formula const*) const
  0.00      1.15     0.00   457461     0.00     0.00  Minisat::Heap<Minisat::Solver::VarOrderLt>::parent(int)
  0.00      1.15     0.00   456652     0.00     0.00  Minisat::Solver::insertVarOrder(int)
  0.00      1.15     0.00   456444     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::clear()
  0.00      1.15     0.00   455578     0.00     0.00  Minisat::vec<int>::growTo(int, int const&)
  0.00      1.15     0.00   455578     0.00     0.00  Minisat::Heap<Minisat::Solver::VarOrderLt>::insert(int)
  0.00      1.15     0.00   449685     0.00     0.00  std::_Identity<aalta_formula*>::operator()(aalta_formula*&) const
  0.00      1.15     0.00   438089     0.00     0.00  Minisat::vec<int>::capacity(int)
  0.00      1.15     0.00   430049     0.00     0.00  Minisat::vec<Minisat::Lit>::operator Minisat::Lit*()
  0.00      1.15     0.00   430049     0.00     0.00  void Minisat::sort<Minisat::Lit>(Minisat::vec<Minisat::Lit>&)
  0.00      1.15     0.00   430049     0.00     0.00  void Minisat::sort<Minisat::Lit, Minisat::LessThan_default<Minisat::Lit> >(Minisat::Lit*, int, Minisat::LessThan_default<Minisat::Lit>)
  0.00      1.15     0.00   430049     0.00     0.00  void Minisat::sort<Minisat::Lit, Minisat::LessThan_default<Minisat::Lit> >(Minisat::vec<Minisat::Lit>&, Minisat::LessThan_default<Minisat::Lit>)
  0.00      1.15     0.00   429361     0.00     0.00  std::_Select1st<std::pair<int const, aalta_formula*> >::operator()(std::pair<int const, aalta_formula*>&) const
  0.00      1.15     0.00   429361     0.00     0.00  std::tr1::__detail::_Hash_code_base<int, std::pair<int const, aalta_formula*>, std::_Select1st<std::pair<int const, aalta_formula*> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_compare(int const&, unsigned long, std::tr1::__detail::_Hash_node<std::pair<int const, aalta_formula*>, false>*) const
  0.00      1.15     0.00   429361     0.00     0.00  std::equal_to<int>::operator()(int const&, int const&) const
  0.00      1.15     0.00   420470     0.00     0.00  Minisat::vec<Minisat::Lit>::capacity(int)
  0.00      1.15     0.00   418794     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula, std::pair<aalta_formula const, int>, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_bucket_index(aalta_formula const&, unsigned long, unsigned long) const
  0.00      1.15     0.00   414717     0.00     0.00  std::tr1::_Hashtable<aalta_formula, std::pair<aalta_formula const, int>, std::allocator<std::pair<aalta_formula const, int> >, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::_M_find_node(std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false>*, aalta_formula const&, unsigned long) const
  0.00      1.15     0.00   414717     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula, std::pair<aalta_formula const, int>, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_M_hash_code(aalta_formula const&) const
  0.00      1.15     0.00   414717     0.00     0.00  std::tr1::_Hashtable<aalta_formula, std::pair<aalta_formula const, int>, std::allocator<std::pair<aalta_formula const, int> >, std::_Select1st<std::pair<aalta_formula const, int> >, std::equal_to<aalta_formula>, aalta_formula::af_hash, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::end()
  0.00      1.15     0.00   414717     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula const, int>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<aalta_formula const, int>, false>**)
  0.00      1.15     0.00   413261     0.00     0.00  Minisat::vec<Minisat::lbool>::push(Minisat::lbool const&)
  0.00      1.15     0.00   413261     0.00     0.00  Minisat::vec<Minisat::Solver::VarData>::push(Minisat::Solver::VarData const&)
  0.00      1.15     0.00   413261     0.00     0.00  Minisat::vec<double>::push(double const&)
  0.00      1.15     0.00   413261     0.00     0.00  Minisat::Solver::setDecisionVar(int, bool)
  0.00      1.15     0.00   413261     0.00     0.00  Minisat::Solver::newVar(bool, bool)
  0.00      1.15     0.00   403058     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false>*>::deallocate(std::tr1::__detail::_Hash_node<aalta_formula*, false>**, unsigned long)
  0.00      1.15     0.00   403058     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false>*>::allocate(unsigned long, void const*)
  0.00      1.15     0.00   403058     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false>*>::max_size() const
  0.00      1.15     0.00   403058     0.00     0.00  void std::fill<std::tr1::__detail::_Hash_node<aalta_formula*, false>**, std::tr1::__detail::_Hash_node<aalta_formula*, false>*>(std::tr1::__detail::_Hash_node<aalta_formula*, false>**, std::tr1::__detail::_Hash_node<aalta_formula*, false>**, std::tr1::__detail::_Hash_node<aalta_formula*, false>* const&)
  0.00      1.15     0.00   403057     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_M_deallocate_buckets(std::tr1::__detail::_Hash_node<aalta_formula*, false>**, unsigned long)
  0.00      1.15     0.00   390737     0.00     0.00  Minisat::vec<Minisat::Lit>::shrink(int)
  0.00      1.15     0.00   389099     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::~new_allocator()
  0.00      1.15     0.00   389099     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::~allocator()
  0.00      1.15     0.00   389098     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::~_Hashtable()
  0.00      1.15     0.00   377825     0.00     0.00  std::tr1::__detail::_Hashtable_iterator_base<std::pair<int const, aalta_formula*>, false>::_Hashtable_iterator_base(std::tr1::__detail::_Hash_node<std::pair<int const, aalta_formula*>, false>*, std::tr1::__detail::_Hash_node<std::pair<int const, aalta_formula*>, false>**)
  0.00      1.15     0.00   364177     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::shrink(int)
  0.00      1.15     0.00   350345     0.00     0.00  Minisat::Solver::value(int) const
  0.00      1.15     0.00   343214     0.00     0.00  aalta_formula::search(aalta_formula, std::tr1::unordered_map<aalta_formula, int, aalta_formula::af_hash, std::equal_to<aalta_formula>, std::allocator<std::pair<aalta_formula const, int> > >&, int&)
  0.00      1.15     0.00   343214     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<aalta_formula const, int>, false, false>::operator->() const
  0.00      1.15     0.00   343214     0.00     0.00  bool std::tr1::__detail::operator!=<std::pair<aalta_formula const, int>, false>(std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula const, int>, false> const&, std::tr1::__detail::_Hashtable_iterator_base<std::pair<aalta_formula const, int>, false> const&)
  0.00      1.15     0.00   343214     0.00     0.00  std::pair<aalta_formula const, int>* std::__addressof<std::pair<aalta_formula const, int> >(std::pair<aalta_formula const, int>&)
  0.00      1.15     0.00   342865     0.00     0.00  Minisat::Solver::Watcher::Watcher(unsigned int, Minisat::Lit)
  0.00      1.15     0.00   341486     0.00     0.00  Minisat::vec<Minisat::Solver::VarData>::operator[](int)
  0.00      1.15     0.00   327161     0.00     0.00  Minisat::vec<Minisat::Lit>::push_(Minisat::Lit const&)
  0.00      1.15     0.00   327161     0.00     0.00  Minisat::lbool::lbool(bool)
  0.00      1.15     0.00   327161     0.00     0.00  Minisat::Solver::uncheckedEnqueue(Minisat::Lit, unsigned int)
  0.00      1.15     0.00   326929     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::operator Minisat::Solver::Watcher*()
  0.00      1.15     0.00   318984     0.00     0.00  Minisat::vec<Minisat::Lit>::operator[](int) const
  0.00      1.15     0.00   315113     0.00     0.00  std::iterator_traits<unsigned long const*>::difference_type std::__distance<unsigned long const*>(unsigned long const*, unsigned long const*, std::random_access_iterator_tag)
  0.00      1.15     0.00   315113     0.00     0.00  std::iterator_traits<unsigned long const*>::difference_type std::distance<unsigned long const*>(unsigned long const*, unsigned long const*)
  0.00      1.15     0.00   306407     0.00     0.00  Minisat::Clause::operator[](int)
  0.00      1.15     0.00   296231     0.00     0.00  std::tr1::__unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*>, false>::~__unordered_set()
  0.00      1.15     0.00   296225     0.00     0.00  std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::~unordered_set()
  0.00      1.15     0.00   295442     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::push(Minisat::Solver::Watcher const&)
  0.00      1.15     0.00   293000     0.00     0.00  std::tr1::__detail::_Prime_rehash_policy::_M_next_bkt(unsigned long) const
  0.00      1.15     0.00   290049     0.00     0.00  std::allocator<aalta_formula*>::allocator()
  0.00      1.15     0.00   290047     0.00     0.00  __gnu_cxx::new_allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::new_allocator()
  0.00      1.15     0.00   290047     0.00     0.00  std::allocator<std::tr1::__detail::_Hash_node<aalta_formula*, false> >::allocator<aalta_formula*>(std::allocator<aalta_formula*> const&)
  0.00      1.15     0.00   290046     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::_Hashtable(unsigned long, aalta_formula::af_prt_hash2 const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&, aalta_formula::af_prt_eq const&, std::_Identity<aalta_formula*> const&, std::allocator<aalta_formula*> const&)
  0.00      1.15     0.00   290046     0.00     0.00  std::tr1::unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*> >::unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&)
  0.00      1.15     0.00   290046     0.00     0.00  std::tr1::__unordered_set<aalta_formula*, aalta_formula::af_prt_hash2, aalta_formula::af_prt_eq, std::allocator<aalta_formula*>, false>::__unordered_set(unsigned long, aalta_formula::af_prt_hash2 const&, aalta_formula::af_prt_eq const&, std::allocator<aalta_formula*> const&)
  0.00      1.15     0.00   290046     0.00     0.00  std::tr1::__detail::_Hash_code_base<aalta_formula*, aalta_formula*, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, false>::_Hash_code_base(std::_Identity<aalta_formula*> const&, aalta_formula::af_prt_eq const&, aalta_formula::af_prt_hash2 const&, std::tr1::__detail::_Mod_range_hashing const&, std::tr1::__detail::_Default_ranged_hash const&)
  0.00      1.15     0.00   282738     0.00     0.00  Minisat::Solver::propagate()
  0.00      1.15     0.00   279255     0.00     0.00  std::tr1::_Hashtable<int, std::pair<int const, aalta_formula*>, std::allocator<std::pair<int const, aalta_formula*> >, std::_Select1st<std::pair<int const, aalta_formula*> >, std::equal_to<int>, std::tr1::hash<int>, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, false, true>::end()
  0.00      1.15     0.00   279255     0.00     0.00  std::tr1::__detail::_Hashtable_iterator<std::pair<int const, aalta_formula*>, false, false>::_Hashtable_iterator(std::tr1::__detail::_Hash_node<std::pair<int const, aalta_formula*>, false>**)
  0.00      1.15     0.00   226471     0.00     0.00  Minisat::Clause::learnt() const
  0.00      1.15     0.00   221325     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::imax(int, int)
  0.00      1.15     0.00   221325     0.00     0.00  Minisat::vec<Minisat::Solver::Watcher>::capacity(int)
  0.00      1.15     0.00   211677     0.00     0.00  std::vector<std::string, std::allocator<std::string> >::operator[](unsigned long)
  0.00      1.15     0.00   204406     0.00     0.00  Minisat::vec<unsigned int>::operator[](int)
  0.00      1.15     0.00   198314     0.00     0.00  Minisat::ClauseAllocator::clauseWord32Size(int, bool)
  0.00      1.15     0.00   197604     0.00     0.00  std::tr1::_Hashtable<aalta_formula*, aalta_formula*, std::allocator<aalta_formula*>, std::_Identity<aalta_formula*>, aalta_formula::af_prt_eq, aalta_formula::af_prt_hash2, std::tr1::__detail::_Mod_range_hashing, std::tr1::__detail::_Default_ranged_hash, std::tr1::__detail::_Prime_rehash_policy, false, true, true>::find(aalta_formula* const&)
  0.00      1.15     0.00   190947     0.00     0.00  aalta_formula::clc_hash()
  0.00      1.15     0.00   190947     0.00     0.00  std::tr1::__detail::_Hashtable_const_iterator<aalta_formula*, true, false>::_Hashtable_const_iterator(std::tr1::__detail::_Hashtable_iterator<aalta_formula*, true, false> const&)
  0.00      1.15     0.00   190842     0.00     0.00  aalta_formula::aalta_formula(int, aalta_formula*, aalta_formula*, std::list<aalta_formula*, std::allocator<aalta_formula*> >*)
